0,0.050980392156862744
10,0.050980392156862744
20,0.05098039215686275
30,0.051363429092567116
40,0.052287581699346254
50,0.0526195663450564
60,0.05158795912731283
70,0.05486694677871136
80,0.053684129901960614
90,0.05838595793346924
100,0.06306913597767268
110,0.06570347437220495
120,0.06850017356011866
130,0.0667805026932946
140,0.06364905284147605
150,0.06500938553045205
160,0.06762120008958944
170,0.06658607196258744
180,0.06867970615578171
190,0.06937003413063664
200,0.07043213304714646
210,0.0751073460667985
220,0.07871148459383816
230,0.08091470911797131
240,0.08452860227893169
250,0.08433054776288579
260,0.08426892809659071
270,0.08472231125165906
280,0.08549208599102309
290,0.08620286989476114
300,0.08347338935574254
310,0.0813331469585461
320,0.07985700872993229
330,0.07938678774019549
340,0.07851918484488317
350,0.07748368435587764
360,0.0775054935362989
370,0.07777992583349473
380,0.07949716617641851
390,0.0824973990948189
400,0.08388928538872197
410,0.08449610313770428
420,0.08471167234177492
430,0.08652083587926272
440,0.0869609525594997
450,0.08713680500881056
460,0.08793146006399832
470,0.08662534261016261
480,0.08602078013842748
490,0.08364410821843395
500,0.0841315781284042
510,0.08599131206950382
520,0.0851456563085812
530,0.0835680395001792
540,0.08482258395687253
550,0.08922249091841816
560,0.0899748723744747
570,0.09243196113161446
580,0.09249526134866884
590,0.0948855662072996
600,0.09677648599164768
610,0.09924796602748408
620,0.09805873480614012
630,0.0953218423874669
640,0.09223724447883534
650,0.08779421824944897
660,0.08380119349011875
670,0.07933328083576174
680,0.07868082686769778
690,0.08027362357372368
700,0.08229057690640044
710,0.0840911036903848
720,0.08255959754803004
730,0.08388381627767051
740,0.0845186091961431
750,0.08171896239558285
760,0.0818322677482315
770,0.08244861483467426
780,0.08128076260588532
790,0.0801528871874162
800,0.0789319089534303
810,0.07815167418718033
820,0.07374716391294964
830,0.07004294828827544
840,0.06622104717652386
850,0.0639025875730273
860,0.06277855404456904
870,0.0619493904664032
880,0.059698178929941996
890,0.05926575264362926
900,0.05937737433518651
910,0.05967723486778508
920,0.059664138584100246
930,0.05926748689906614
940,0.05990731234937367
950,0.06087672237374263
960,0.061553580748599825
970,0.06238580463808878
980,0.06193929626645215
990,0.06203930760316888
1000,0.061238127538010945
1010,0.06131759072935561
1020,0.06086561091683944
1030,0.060825404279465804
1040,0.06129956975535827
1050,0.0612737530949402
1060,0.061728983091212636
1070,0.06160180247353893
1080,0.06134135336911822
1090,0.06127442831734563
1100,0.06191824751721569
1110,0.06241651210782196
1120,0.06306466996147819
1130,0.06438076615687856
1140,0.06626482013115448
1150,0.06805896332831936
1160,0.0693219304975357
1170,0.07090884194422718
1180,0.07236291126620188
1190,0.07392199601310291
